Date,Adj Close,Close,High,Low,Open,Volume,sma_10,sma_20,ema_10,ema_20,rsi_14,macd,macd_signal,macd_hist,atr_14,stoch_k14,stoch_d3,cci_20,adx_14,obv,bb_up_20_2,bb_dn_20_2,bb_pct,ret_1,ret_3,ret_5,ret_10,ret_20,log_return,label
2018-02-28,41.92491912841797,44.529998779296875,45.154998779296875,44.51250076293945,44.814998626708984,151128400,43.479750061035155,41.90712490081787,43.46504844416994,42.850257790024045,78.23707697861538,0.5201472529140361,0.07053895026035964,0.44960830265367646,1.042677743094308,91.77089909857389,94.4729053225257,86.42873894978263,37.88376132670031,-373302400.0,45.71124781712177,38.103001984513966,0.8447409476750757,-0.0015135617096515563,0.0149287471064814,0.041211126972171774,0.08385054817066306,0.0667784261542057,-0.001514708301280187,0.0
2018-03-01,41.190555572509766,43.75,44.94499969482422,43.165000915527344,44.6349983215332,195208000,43.67050018310547,42.001749992370605,43.51685781795722,42.935947524307466,81.37844298150517,0.5201619643532354,0.16046355307893478,0.3596984112743006,1.0632133483886719,81.50099724607324,88.78684352049038,58.97184096319783,34.632622332864564,-568510400.0,45.89380845682025,38.10969152792096,0.7245919509685319,-0.01751625422589309,-0.022182495354667764,0.01449275362318847,0.045587650746301334,0.04521297052719597,-0.017671479116936964,1.0
2018-03-06,41.58363723754883,44.16749954223633,44.5625,44.032501220703125,44.477500915527344,95154000,43.98125038146973,42.563375091552736,43.80271966414158,43.24963787263924,75.25602676217056,0.565224685114714,0.35350296474634535,0.21172172036836867,0.9017848968505859,77.7339395565656,79.53992626235525,56.393705913035795,31.09262670994144,-396242800.0,46.33529346860673,38.79145671449874,0.7126403981116579,-0.0008483720679774986,0.009542846679687411,-0.009641802940680622,0.028047668863778297,0.12895387543879133,-0.0008487321392243571,0.0
2018-03-07,41.1976203918457,43.75749969482422,43.962501525878906,43.567501068115234,43.73500061035156,126814000,44.08025016784668,42.713375091552734,43.79449785153842,43.29800566522829,66.63770016408411,0.531206180801405,0.3890436079573573,0.1421625728440477,0.8614278520856585,51.8932987362072,69.86522501439636,36.10832893797628,30.287631321098296,-523056800.0,46.42097033360235,39.00577984950312,0.6408088713984912,-0.009282840361384603,-0.006696600020488219,-0.01734783529416606,0.023148367835005734,0.07360608532080715,-0.009326194431830744,1.0
2018-03-08,41.647186279296875,44.23500061035156,44.279998779296875,43.76750183105469,43.869998931884766,95096400,44.191250228881835,42.93087520599365,43.87458926223171,43.38724327904956,60.22784650339769,0.536591115916508,0.41855310954918745,0.11803800636732054,0.7966063363211495,61.70663431779852,63.77795753685711,42.22192773910286,29.783590413599537,-427960400.0,46.44518429719164,39.416566114795664,0.6855450631282783,0.010912436013427618,0.0006786286178999124,0.01108572823660725,0.025739144587862306,0.10906361970359835,0.010853325024679495,1.0
2018-03-09,42.362728118896484,44.994998931884766,45.0,44.34749984741211,44.4900016784668,128740800,44.30325012207031,43.24125022888184,44.07830011125954,43.54036286503386,67.32447308513468,0.5953217304347831,0.4539068337263066,0.1414148967084765,0.7967848096575055,93.34027732565609,68.98007012655394,59.331978508763804,30.352210130327087,-299219600.0,46.278930533677155,40.20356992408652,0.7886657789882712,0.01718092711759467,0.018735481931847264,0.021394863345040704,0.025527041182558774,0.1600386903503277,0.017035004014097844,1.0
2018-03-12,42.77228546142578,45.43000030517578,45.59749984741211,45.0525016784668,45.0724983215332,128828400,44.37200012207031,43.557625198364256,44.32406378288067,43.72032833552357,71.50324588096568,0.6692524156853139,0.49697595011810813,0.17227646556720577,0.7891063690185547,94.11249664786179,83.05313609710548,71.90869888455204,31.943810266817078,-170391200.0,46.0493019263003,41.06594847042821,0.8757259290135947,0.009667771610563536,0.038222033297514724,0.02771176164188094,0.015365703644426576,0.16181827866503107,0.009621337741426607,0.0
2018-03-13,42.360374450683594,44.99250030517578,45.875,44.810001373291016,45.647499084472656,126774000,44.41150016784668,43.77337512969971,44.44559769602523,43.841487570728546,68.60365571216936,0.6846482241786376,0.5345104049302141,0.1501378192484235,0.8096419743129185,70.0593656533155,85.83737987561112,57.80829061051587,33.64714249029928,-297165200.0,45.941223725034995,41.60552653436442,0.7811831919670428,-0.009630200243475606,0.017124441830502768,0.018678910318446373,0.008857009005328598,0.10607826067629889,-0.009676870492771286,0.0
2018-03-16,41.901397705078125,44.505001068115234,44.779998779296875,44.404998779296875,44.662498474121094,157618800,44.5560001373291,44.153500175476076,44.50867451212562,44.03533834496568,47.417082694174404,0.5960046836047468,0.5786667571007948,0.01733792650395194,0.7464280809674945,50.407292180165214,53.57467529626109,15.236763835370612,34.13446656436794,-481282400.0,45.620800693709626,42.686199657242526,0.6197780850856998,-0.0035263904032847293,-0.01083512215933613,-0.010890051681328172,0.010271820496170037,0.029076817270207167,-0.0035326227740851,0.0
2018-03-20,41.247047424316406,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,78597600,44.48225021362305,44.231750297546384,44.279939499400726,43.99575335420075,42.91340857920547,0.42639093395403904,0.5363926254753365,-0.11000169152129746,0.7701783861432757,25.248939134700382,33.81604487692554,-14.540304769057348,30.379514724074646,-693667200.0,45.51462987341759,42.94887072167518,0.3356241177316689,-0.0003422564606346823,-0.019087537194634185,-0.026282134219349773,-0.008094145528964036,0.019726501421282627,-0.0003423150437444519,0.0
