Date,Adj Close,Close,High,Low,Open,Volume,sma_10,sma_20,ema_10,ema_20,rsi_14,macd,macd_signal,macd_hist,atr_14,stoch_k14,stoch_d3,cci_20,adx_14,obv,bb_up_20_2,bb_dn_20_2,bb_pct,ret_1,ret_3,ret_5,ret_10,ret_20,log_return,label
2025-02-28,241.24948120117188,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400,243.89600067138673,238.38799972534179,241.65970423847256,239.8947330247171,70.51687763428,1.9972532209355052,1.7944267561843665,0.20282646475113864,5.3899993896484375,64.21051504429117,55.40936269355719,-1.6053814085695577,42.051731336834756,-115829000.0,251.95938076933174,224.81661868135183,0.6271792679521336,0.019131872009047424,-0.02104921101669277,-0.015108966270650726,0.00128347435167675,0.017887958523118197,0.018951159026453217,0.0
2025-03-03,237.4487762451172,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000,243.23899993896484,238.48949966430663,240.99975779134968,239.71713928705805,63.50859090739049,1.5892334196817615,1.7533880888838456,-0.1641546692020841,5.713570731026786,45.267471910423865,51.258751136424564,14.596890788862375,40.40732934234927,-163013000.0,252.01597194399426,224.963027384619,0.48301475523295667,-0.01575420780800274,-0.009693800237718708,-0.036705815864768176,-0.026860209158941273,0.008601689742783414,-0.015879624308909664,0.0
2025-03-06,234.75538635253906,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400,240.4220001220703,239.1754997253418,238.56939427057262,238.6613647641054,38.619684840226185,0.28856302622600083,1.1998737330941114,-0.9113107068681106,5.48357173374721,29.36930596400196,29.883999339166678,-43.06256233347947,33.9487808792449,-309209100.0,251.36127604231996,226.98972340836366,0.34221366803977754,-0.0017392197020257294,-0.011343095248870894,-0.008301732808125739,-0.04271244324041479,0.012302665270072177,-0.0017407339005489856,1.0
2025-03-07,238.4862518310547,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46273600,239.7740005493164,239.46800003051757,238.660414825781,238.70028310316383,40.09316005943952,0.29220050704029177,1.0183390878833476,-0.7261385808430558,5.630000523158482,47.37606919862862,36.029566438407606,-10.707659646856383,32.709974054437986,-262935500.0,251.32836723671412,227.60763282432103,0.48322173759968534,0.015892599600832114,0.013309094841335245,-0.0114538085329845,-0.02638971959683989,0.025083638079478332,0.015767634514395192,0.0
2025-03-10,226.92454528808594,227.47999572753906,236.16000366210938,224.22000122070312,235.5399932861328,72071200,237.81199951171874,239.46049957275392,236.62761135337337,237.6316843054853,28.422655554686955,-0.6328388647866632,0.6881034973493454,-1.3209423621360086,6.452144077845982,12.64544088905781,29.796938683896133,-112.61756940015142,33.42481909086735,-335006700.0,251.35253553386286,227.56846361164497,-0.003719627336951664,-0.04847957184759566,-0.03503864245843724,-0.044322157315724975,-0.07940109223533287,-0.000659004314262801,-0.0496941230571602,0.0
2025-03-11,220.30076599121094,220.83999633789062,225.83999633789062,217.4499969482422,223.80999755859375,76137400,235.19199981689454,239.11999969482423,233.75713589601287,236.03247592761915,23.65710324580506,-1.88005953345737,0.1744708911880023,-2.0545304246453724,6.965001787458148,10.41474369221376,23.47875125996673,-175.5231741948992,34.70998491766024,-411144100.0,252.70531498457672,225.53468440507174,-0.17278539242744656,-0.029189377151217277,-0.061573132964009236,-0.06395963551199502,-0.10605569001087278,-0.02991433226960838,-0.029623862823691977,0.0
2025-03-12,216.45018005371094,216.97999572753906,221.75,214.91000366210938,220.13999938964844,62547500,232.85399932861327,238.3379997253418,230.70674677447215,234.217954003802,20.263862815663032,-3.14372182075212,-0.48916765120002215,-2.6545541695520978,7.275715419224331,5.899094561017166,9.653093047429584,-177.76920975339286,36.32759036446095,-473691600.0,254.95988128864397,221.71611816203963,-0.14246649563900313,-0.017478720677234882,-0.0923997612411579,-0.0795792369919538,-0.09727078059345617,-0.06723411451268169,-0.017633277129478004,0.0
2025-03-13,209.1680145263672,209.67999267578125,216.83999633789062,208.4199981689453,215.9499969482422,61368300,230.0919982910156,236.97849960327147,226.88370057471016,231.88100530589526,17.702141807608456,-4.68028115742527,-1.3273903524450716,-3.3528908049801984,7.639286586216518,3.030289685785584,6.448042646338841,-194.66089015805903,39.252000466198986,-535059900.0,257.97736932589186,215.9796298806511,-0.14999943540017296,-0.03364366852013578,-0.0782486521279766,-0.10899591618448967,-0.11639279401927494,-0.11478871533709645,-0.034222639619038715,1.0
2025-03-18,212.170654296875,212.69000244140625,215.14999389648438,211.49000549316406,214.16000366210938,42432400,222.53000030517578,232.4574996948242,220.7562578509967,227.07873680083364,23.832047721532604,-6.56006571995573,-3.672913436180706,-2.8871522837750243,7.342143467494419,11.991025552579066,13.148997636066587,-126.3418397584428,42.11545286749672,-469311300.0,258.49577720144424,206.41922218820417,0.12041465207534673,-0.006121483918662407,0.014355255011283985,-0.03690451925209548,-0.09850375516398102,-0.12999549482804007,-0.006140297016690643,1.0
2025-03-20,213.5772247314453,214.10000610351562,217.49000549316406,212.22000122070312,213.99000549316406,48862900,218.35700073242188,229.3895004272461,218.72543073623987,224.82254977367083,21.670774320246082,-6.740808535682817,-4.76329495866581,-1.9775135770170067,6.917142595563616,15.950597689456417,15.697855699534971,-93.58443153440645,47.027871931106,-463788800.0,255.8778491473476,202.9011517071446,0.21139208250970004,-0.0052964103352275416,0.0004673182407273213,0.02107980533254228,-0.09021372354715851,-0.12907291824105882,-0.005310486038913763,1.0
