Price,Adj Close,Close,High,Low,Open,Volume,sma_10,sma_20,ema_10,ema_20,rsi_14,macd,macd_signal,macd_hist,atr_14,stoch_k14,stoch_d3,cci_20,adx_14,obv,bb_up_20_2,bb_dn_20_2,bb_pct,ret_1,ret_3,ret_5,ret_10,ret_20,log_return,label
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-12,178.95712280273438,180.7100067138672,182.33999633789062,179.0399932861328,180.07000732421875,56743100,176.1310028076172,175.33650131225585,177.277417423106,176.56184130659227,64.0151460375852,0.4231367184745807,-0.5227051983486686,0.9458419168232493,3.290003095354353,88.92670184203648,92.50870046226419,88.89844474565201,26.206446261936858,495728800.0,181.63046300337314,169.04253962113856,0.9268778287286112,0.005061199369654101,0.009609481914725215,0.03315992756459063,0.058702935902180675,0.028280420310425214,0.005048434552198421,0
2023-10-13,177.1151885986328,178.85000610351562,181.92999267578125,178.13999938964844,181.4199981689453,51427100,176.89500274658204,175.52850189208985,177.56334263772592,176.7797617634421,56.38542672443745,0.5418969317792914,-0.30978477232307655,0.851681704102368,3.359287806919643,76.29082917828006,88.26955856348894,68.55560382059078,23.43927060355489,444301700.0,182.01195622113772,169.04504756304198,0.7561523566645374,-0.01029273721015711,0.0025786575225128505,0.007662406717340087,0.04462355639303661,0.02194167028860572,-0.010346073731310877,0
2023-10-16,176.98641967773438,178.72000122070312,179.0800018310547,176.50999450683594,176.75,52517000,177.39200286865236,175.56600189208984,177.77364419826722,176.96454647365744,69.09596711841766,0.618396459451418,-0.12414852596817766,0.7425449854195956,3.2271456037248885,75.40764390632748,80.20839164221468,42.9342784076446,21.558909654977437,391784700.0,182.11723687679563,169.01476690738406,0.7407179208176567,-0.0007268933652552212,-0.0060066841642032465,-0.0015084879835441933,0.028604323572392065,0.00421419337447726,-0.0007271576803311256,0
2023-10-17,175.431640625,177.14999389648438,178.4199981689453,174.8000030517578,176.64999389648438,57549400,177.86700286865235,175.47000122070312,177.6602532343067,176.98220813297428,68.94019672399278,0.546041984220409,0.009889576069539663,0.5361524081508693,3.2221461704799106,64.74183416433856,72.14676908298203,23.020758771416137,21.188667657213575,334235300.0,181.85930780018532,169.08069464122093,0.6314690925284078,-0.0087847320585005,-0.01970014213446225,-0.00695109309606301,0.027552205151770925,-0.010722138544720372,-0.008823545293605795,0
2023-10-18,174.1343536376953,175.83999633789062,177.5800018310547,175.11000061035156,175.5800018310547,54764400,178.08500213623046,175.48750076293945,177.32929743495833,176.87342605725203,63.70405318895452,0.3786300746305642,0.08363767578174458,0.2949923988488196,3.0835745675223216,45.83333333332951,61.99427046799851,13.962052767575525,20.231703397999222,279470900.0,181.87895483895582,169.09604668692307,0.5275755384266448,-0.007394849583563845,-0.016829799624847985,-0.022024508602078496,0.012553222560232502,0.0019943634040184843,-0.007422327028601251,0
2023-10-19,173.75807189941406,175.4600067138672,177.83999633789062,175.19000244140625,176.0399932861328,59302900,178.14000244140624,175.56400146484376,176.98942639475993,176.7388146912154,61.39408695646634,0.21283946235595863,0.10947803309658741,0.10336142925937122,3.0778590611049106,40.2778108914974,50.28432612972182,13.267636289672295,19.7275293293556,220168000.0,181.91345037687765,169.21455255280986,0.49181072622066757,-0.002160996541954341,-0.01824079277400037,-0.029052071301799876,0.003144491682821604,0.00879672340892923,-0.0021633348643265698,0
2023-10-20,171.2030792236328,172.8800048828125,175.4199981689453,172.63999938964844,175.30999755859375,64244000,177.6790023803711,175.46850204467773,176.24225884713312,176.371308995177,47.67256933031752,-0.12529110030635593,0.06252420641599875,-0.1878153067223547,3.0385731288364957,17.881940305227502,34.66436151001814,-31.86279514922748,18.625375628109566,155924000.0,181.9235445985366,169.01345949081886,0.29949805595641577,-0.014704215959948308,-0.024103805592942895,-0.03337993299954256,-0.025973296905042464,-0.010927332665970457,-0.01481339452204075,0
2023-10-23,171.3218994140625,173.0,174.00999450683594,169.92999267578125,170.91000366210938,55980100,177.0800018310547,175.314501953125,175.65275723856345,176.05023194801728,51.71822837052316,-0.3792081289378757,-0.025822260654776136,-0.3533858682830996,3.1207166399274553,24.738166142464152,27.63263911306302,-54.60204259290441,17.433949997934953,211904100.0,181.85452010953767,168.7744837967123,0.32305080064220676,0.0006940948276166203,-0.016151025915818074,-0.03200537814253612,-0.03346558639774344,-0.017492059285698414,0.0006938540552079055,0
2023-10-24,171.7576446533203,173.44000244140625,173.6699981689453,171.4499969482422,173.0500030517578,43816600,176.58500213623046,175.38850173950195,175.25043818453486,175.80163866167337,49.33893921750462,-0.5387246018681822,-0.12840272889745735,-0.4103218729707248,3.0478591918945312,28.283712569252437,23.63460633898136,-47.039560351492,16.910357528687744,255720700.0,181.80095375103537,168.97604972796853,0.34806909318062107,0.0025433667133309967,-0.011512619372886945,-0.020942656409268734,-0.02774817515095196,0.008606627528235045,0.002540137829876088,0
2023-10-25,169.4403533935547,171.10000610351562,173.05999755859375,170.64999389648438,171.8800048828125,57157000,175.71500244140626,175.42200241088867,174.49581416980408,175.353864132325,39.255512693616346,-0.8442289583049387,-0.27156797477895367,-0.572660983525985,3.049288068498884,9.427986160121803,20.81662162394613,-78.4804921510689,17.615997942077097,198563700.0,181.73155666299414,169.1124481587832,0.15750383191245507,-0.013491676112499795,-0.010296151833773082,-0.026956268955253715,-0.04838707897984729,0.003931311720519748,-0.013583515757294929,0
2023-10-26,165.2711944580078,166.88999938964844,171.3800048828125,165.6699981689453,170.3699951171875,70625300,174.33300170898437,175.23200225830078,173.11293875523032,174.5477817758796,22.62397361707427,-1.4098043719094164,-0.4992152542050462,-0.9105891177043702,3.1135733468191966,7.31854441937374,15.01008104958266,-157.08809350555083,20.66166523336693,127938400.0,182.32211407198147,168.1418904446201,-0.08828429564086578,-0.02460553222493822,-0.03531792260318822,-0.04884308102298407,-0.07647615965230459,-0.022262598848238113,-0.024913307472257184,0
2023-10-27,166.58828735351562,168.22000122070312,168.9600067138672,166.8300018310547,166.91000366210938,58499100,173.27000122070314,175.08250198364257,172.22331374895262,173.94513600871994,21.938524389777925,-1.730755853345471,-0.7455233740331313,-0.9852324793123397,3.033573695591518,15.296960599000442,10.681163726165328,-149.53859735227317,24.68024225664839,186437500.0,182.64035896226483,167.52464500502032,0.04600220787781563,0.007969332110484562,-0.03009687008316675,-0.026955133795074637,-0.05943530623454396,-0.017463964581001856,0.007937744692775679,1
2023-10-30,168.63818359375,170.2899932861328,171.1699981689453,168.8699951171875,169.02000427246094,51131000,172.4270004272461,174.9095016479492,171.87180093753082,173.59702717799735,30.396890927898966,-1.7973622811218206,-0.9558911554508691,-0.8414711256709515,3.11785888671875,27.714430861749303,16.776645293374497,-98.85150430611512,27.98585398828188,237568500.0,182.7489391381819,167.07006415771653,0.20536735782559995,0.012305267212035398,-0.00473414838391506,-0.01566477869287397,-0.047168799669825456,-0.019913707705710437,0.012230172821553692,0
2023-10-31,169.1135711669922,170.77000427246094,170.89999389648438,167.89999389648438,169.35000610351562,44846000,171.78900146484375,174.82800216674804,171.67147427115447,173.32778690127958,27.11608273732476,-1.7907725685771823,-1.1228674380761319,-0.6679051305010504,3.1714303152901784,30.593921198000885,24.535104219583545,-99.2152029998017,30.835883120641746,282414500.0,182.80988522954524,166.84611910395083,0.2457994647152072,0.0028187856318813154,0.02324887588832447,-0.015394361919749855,-0.03601461949669338,-0.009454696529758277,0.002814820305517639,1
2023-11-01,172.28248596191406,173.97000122070312,174.22999572753906,170.1199951171875,171.0,56934900,171.602001953125,174.84350204467773,172.0893882619815,173.38895016979612,34.69572164760011,-1.5099316119536468,-1.2002802728516349,-0.3096513391020119,3.2292872837611606,51.045546468468125,36.451299509406105,-38.85787789980539,32.67555955918833,339349400.0,182.8170347363041,166.86996935305137,0.4452249800836468,0.018738635990994235,0.034181428832924965,0.0167737873454612,-0.010634640332874867,0.0017850832204109324,0.018565230655253766,1
2023-11-02,175.8476104736328,177.57000732421875,177.77999877929688,175.4600067138672,175.52000427246094,77334800,171.81300201416016,174.97650222778321,173.08586445511554,173.78714608926495,47.30640097952883,-0.9855123515042408,-1.157326688582156,0.17181433707791527,3.2307161603655135,88.73979049608026,56.793086054183085,43.57097021114329,33.28243961884524,416684200.0,183.04290349445637,166.91010096111006,0.6607597372542143,0.020693257908003027,0.042750686036222785,0.06399429548582503,0.012025535903418039,0.015207841783869469,0.020482061044476387,0
2023-11-03,174.93649291992188,176.64999389648438,176.82000732421875,173.35000610351562,174.24000549316406,79829200,172.19000091552735,174.93450164794922,173.73388798990987,174.0597982613811,45.78410227781497,-0.6368030351138145,-1.0532219578884878,0.4164189227746733,3.3485728672572543,86.11761354931923,75.30098350462254,17.495974514754288,33.594585073575765,336855000.0,182.95441153525223,166.9145917606462,0.6069520900260045,-0.005181130764130404,0.03443221571068178,0.05011290342770347,0.02180696961587536,-0.004732726185599501,-0.0051945993639879095,1
2023-11-06,177.49148559570312,179.22999572753906,179.42999267578125,176.2100067138672,176.3800048828125,63841300,172.81300048828126,174.94650115966797,174.73318030584244,174.5521980200628,54.06885912851772,-0.1505286037253768,-0.8726832870558656,0.7221546833304888,3.298571995326451,98.54653322613018,91.13464575717656,71.56420070189506,32.20064087271003,400696300.0,182.99263540682827,166.90036691250768,0.7661833892084318,0.014605162299448304,0.030235066217898954,0.052498695131102835,0.03601153599733564,0.0013408024303578348,0.014499534151946178,1
2023-11-07,180.0563507080078,181.82000732421875,182.44000244140625,178.97000122070312,179.17999267578125,70530000,173.6510009765625,175.11800155639648,176.0216943091836,175.24437033474433,61.14009873540375,0.4387816747753561,-0.6103902946896214,1.0491719694649775,3.370000566755022,96.302951942555,93.65569957266814,121.5205389089402,29.58433929092349,471226300.0,183.6071955761455,166.62880753664746,0.8947374598948982,0.014450770844278482,0.02393422213606189,0.06470693198629718,0.04831644813683367,0.01922757972030875,0.014347353570873111,0
2023-11-08,181.115966796875,182.88999938964844,183.4499969482422,181.58999633789062,182.35000610351562,49340300,174.8300003051758,175.27250137329102,177.2704770510863,175.97252548283043,63.49434211253601,0.9808471383669257,-0.29214280807831194,1.2729899464452377,3.313572474888393,96.85040721573738,97.2332974614742,141.56787016310733,27.370350560804813,520566600.0,184.22054885449077,166.32445389209127,0.9256514078831833,0.005884897273828127,0.035324119494850814,0.05127319713948353,0.06890703019028455,0.017185741298353152,0.005867648902712359,0
2023-11-09,180.640625,182.41000366210938,184.1199951171875,181.80999755859375,182.9600067138672,53763500,176.3820007324219,175.3575012207031,178.20493643490866,176.58561864276174,68.73769187096302,1.3560742995153987,0.03750061344043018,1.3185736860749686,3.2771432059151784,90.73175209797556,94.62837041875598,138.00746483544688,27.8958375878746,466803100.0,184.55193724199185,166.16306519941438,0.8835201215754865,-0.0026245050529877245,0.017742610112006396,0.027256834703247135,0.09299541212308005,0.009407320486318982,-0.002627955104147514,1
2023-11-10,184.83511352539062,186.39999389648438,186.57000732421875,183.52999877929688,183.97000122070312,66133400,178.2,175.73500061035156,179.69494688246786,177.52032104787818,72.86686948864572,1.952891674672884,0.42057882568692095,1.532312848985963,3.2828576224190846,99.18653897961347,95.58956609777546,168.561761080614,30.083326852641044,532936500.0,186.08104275892202,165.3889584617811,1.0154141619075758,0.02187374680264753,0.02518967323600796,0.05519388812271031,0.10807271753570658,0.04221407623882856,0.02163794873223134,0
2023-11-13,183.24856567382812,184.8000030517578,186.02999877929688,184.2100067138672,185.82000732421875,43627500,179.6510009765625,176.03900070190429,180.62313891324786,178.21362409586672,68.64740332322003,2.270593862186473,0.7905818329868315,1.4800120291996417,3.2807137625558034,91.53108374588798,93.81645827449233,142.75526964891577,32.029691934286845,489309000.0,187.08777784948805,164.99022355432052,0.8964693211215939,-0.008583642151914983,0.010443456003518703,0.031077428203960533,0.08520764776380196,0.03401970562626855,-0.008620693785883092,1
2023-11-14,185.8664093017578,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400,181.31800079345703,176.5535011291504,181.8625686456403,179.09232679544192,76.56045375188282,2.7042283608407445,1.1733111385576143,1.5309172222831302,3.3178558349609375,97.01426873416911,95.91063048655685,152.84017326829672,33.73198470285009,549417400.0,188.72173271076963,164.38526954753115,0.9473329275183895,0.01428571074703422,0.02757523533969275,0.03090966280276297,0.09761666423775806,0.05808641772200529,0.014184631503116924,0
2023-11-15,186.43161010742188,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500,182.7220001220703,177.16200103759766,182.98028243858494,179.94162848224133,88.93805110110857,3.058622524711353,1.5503734157883622,1.508249108922991,3.057140895298549,93.4274123797412,93.99092161993276,144.19774781508949,35.18150502527147,603207900.0,190.35410029050217,163.96990178469315,0.9111549368023802,0.003040930740533243,0.00863734261303506,0.027994943049233223,0.08070353042258871,0.06921063707007646,0.0030363164627483044,0
2023-11-16,188.11732482910156,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900,183.93600006103514,177.87450103759767,184.20386867045443,180.87195021858665,89.08694288186582,3.437039182154251,1.92770656906154,1.5093326130927112,3.1157128470284596,94.57936120894658,95.00701410761896,137.71911758030728,36.10744101476046,657620800.0,192.17247350771038,163.57652856748496,0.9138875529732821,0.009042137421952035,0.02656928344711229,0.040019751686865224,0.06836739814670634,0.0812150886511609,0.009001502067323369,0
2023-11-17,188.09750366210938,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700,185.24000091552733,178.71500091552736,185.20134753790018,181.71176471599804,88.12892227794497,3.692755149217703,2.280716285092773,1.4120388641249302,3.0342843191964284,94.4926124607158,94.16646201646786,116.7763943264042,37.72260732498962,606698100.0,193.73487799315686,163.69512383789785,0.86534924584117,-0.0001054465855937492,0.012003841072843358,0.017650261012073676,0.07381833566642082,0.09723505948526823,-0.00010545214547580637,0
2023-11-20,189.8427276611328,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100,186.46200103759764,179.63750076293945,186.3374656125078,182.63921540478322,88.69758931237342,3.9914181592945965,2.622856659933138,1.3685614993614585,2.978570120675223,97.88890989684643,95.65362785550293,114.99858716292857,39.82577665046584,653203200.0,195.42612511152132,163.8488764143576,0.874082501569013,0.009278267089376957,0.01829691262121269,0.035984814862918935,0.06818055856721483,0.10664738120371209,0.009235488373932033,0
2023-11-21,189.03952026367188,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500,187.34400024414063,180.49750061035155,187.11974448107884,183.40119483191324,84.25811120430863,4.115311958420932,2.921347719630697,1.193964238790235,2.8121414184570312,93.15730366637993,95.1796086746474,96.18435956839666,42.07665007152268,615068700.0,196.732207585694,164.2627936350091,0.8123708606105633,-0.004230856994020926,0.004902180395702116,0.017072113244570142,0.048509469311053266,0.09916972270599977,-0.004239832394175006,0
2023-11-22,189.7039031982422,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700,188.18600006103514,181.50800018310548,187.88160867699062,184.15441413921616,82.1027900721349,4.218928755163148,3.180863926737188,1.0380648284259602,2.7035696847098216,91.72627054053713,94.25749470125449,92.28777068683549,45.81594681664284,654686400.0,197.79562625646412,165.22037410974684,0.8009031927470514,0.0035144679557825853,0.008540224030456844,0.017552274603347406,0.046038592580485815,0.11811800545963203,0.003508306644876359,0
2023-11-24,188.37515258789062,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300,188.94199981689454,182.6620002746582,188.26131641221107,184.70827957554826,80.52250568366861,4.145136751238709,3.3737184916374923,0.7714182596012171,2.549283708844866,82.29668696001647,89.0600870556445,67.69691808240256,49.79650096560379,630638100.0,197.82009566180744,167.50390488750895,0.7410593402202685,-0.0070043194552873445,-0.007730455738472419,0.0013704838840056244,0.0414450819955996,0.13829469659933524,-0.007028964851045005,0
